id,path,label,label_id,split
2998,tf_flowers/tulips/03549.jpg,tulips,4,train
2388,tf_flowers/dandelion/03529.jpg,dandelion,1,train
130,tf_flowers/roses/00490.jpg,roses,2,train
444,tf_flowers/roses/01719.jpg,roses,2,train
3510,tf_flowers/tulips/02275.jpg,tulips,4,train
2708,tf_flowers/dandelion/02288.jpg,dandelion,1,train
1115,tf_flowers/sunflowers/01527.jpg,sunflowers,3,train
375,tf_flowers/roses/02412.jpg,roses,2,train
3315,tf_flowers/tulips/01643.jpg,tulips,4,train
3662,tf_flowers/tulips/02258.jpg,tulips,4,train
843,tf_flowers/sunflowers/01886.jpg,sunflowers,3,train
2160,tf_flowers/dandelion/02495.jpg,dandelion,1,train
2359,tf_flowers/dandelion/03311.jpg,dandelion,1,train
3665,tf_flowers/tulips/02927.jpg,tulips,4,train
1055,tf_flowers/sunflowers/02375.jpg,sunflowers,3,train
3091,tf_flowers/tulips/00794.jpg,tulips,4,train
959,tf_flowers/sunflowers/03266.jpg,sunflowers,3,train
830,tf_flowers/sunflowers/00780.jpg,sunflowers,3,train
1750,tf_flowers/daisy/02371.jpg,daisy,0,train
2691,tf_flowers/dandelion/01556.jpg,dandelion,1,train
1251,tf_flowers/sunflowers/02538.jpg,sunflowers,3,train
1414,tf_flowers/daisy/01170.jpg,daisy,0,train
309,tf_flowers/roses/00394.jpg,roses,2,train
2966,tf_flowers/tulips/03607.jpg,tulips,4,train
1562,tf_flowers/daisy/01933.jpg,daisy,0,train
3411,tf_flowers/tulips/02774.jpg,tulips,4,train
2187,tf_flowers/dandelion/02523.jpg,dandelion,1,train
2932,tf_flowers/tulips/00125.jpg,tulips,4,train
3551,tf_flowers/tulips/01958.jpg,tulips,4,train
66,tf_flowers/roses/02486.jpg,roses,2,train
1649,tf_flowers/daisy/00009.jpg,daisy,0,train
1672,tf_flowers/daisy/02565.jpg,daisy,0,train
646,tf_flowers/sunflowers/01006.jpg,sunflowers,3,train
499,tf_flowers/roses/00477.jpg,roses,2,train
2122,tf_flowers/dandelion/00900.jpg,dandelion,1,train
270,tf_flowers/roses/02231.jpg,roses,2,train
1160,tf_flowers/sunflowers/03131.jpg,sunflowers,3,train
2140,tf_flowers/dandelion/01559.jpg,dandelion,1,train
3531,tf_flowers/tulips/02465.jpg,tulips,4,train
2294,tf_flowers/dandelion/00423.jpg,dandelion,1,train
1748,tf_flowers/daisy/01081.jpg,daisy,0,train
3609,tf_flowers/tulips/03353.jpg,tulips,4,train
2397,tf_flowers/dandelion/00791.jpg,dandelion,1,train
2915,tf_flowers/tulips/00523.jpg,tulips,4,train
1984,tf_flowers/dandelion/02094.jpg,dandelion,1,train
99,tf_flowers/roses/02865.jpg,roses,2,train
3249,tf_flowers/tulips/00784.jpg,tulips,4,train
2058,tf_flowers/dandelion/00723.jpg,dandelion,1,train
1941,tf_flowers/daisy/01793.jpg,daisy,0,train
2626,tf_flowers/dandelion/00376.jpg,dandelion,1,train
21,tf_flowers/roses/03200.jpg,roses,2,train
511,tf_flowers/roses/01351.jpg,roses,2,train
2839,tf_flowers/dandelion/01426.jpg,dandelion,1,train
1721,tf_flowers/daisy/00013.jpg,daisy,0,train
372,tf_flowers/roses/01053.jpg,roses,2,train
3529,tf_flowers/tulips/01756.jpg,tulips,4,train
1606,tf_flowers/daisy/00976.jpg,daisy,0,train
945,tf_flowers/sunflowers/03139.jpg,sunflowers,3,train
2438,tf_flowers/dandelion/01939.jpg,dandelion,1,train
2081,tf_flowers/dandelion/02519.jpg,dandelion,1,train
2605,tf_flowers/dandelion/02170.jpg,dandelion,1,train
3198,tf_flowers/tulips/02152.jpg,tulips,4,train
3130,tf_flowers/tulips/01700.jpg,tulips,4,train
3416,tf_flowers/tulips/03326.jpg,tulips,4,train
2555,tf_flowers/dandelion/01687.jpg,dandelion,1,train
435,tf_flowers/roses/02628.jpg,roses,2,train
88,tf_flowers/roses/01969.jpg,roses,2,train
1953,tf_flowers/daisy/01383.jpg,daisy,0,train
1895,tf_flowers/daisy/01237.jpg,daisy,0,train
550,tf_flowers/roses/00071.jpg,roses,2,train
2596,tf_flowers/dandelion/01121.jpg,dandelion,1,train
3511,tf_flowers/tulips/00853.jpg,tulips,4,train
2450,tf_flowers/dandelion/00951.jpg,dandelion,1,train
2052,tf_flowers/dandelion/02322.jpg,dandelion,1,train
1347,tf_flowers/daisy/00250.jpg,daisy,0,train
2479,tf_flowers/dandelion/02982.jpg,dandelion,1,train
3332,tf_flowers/tulips/02943.jpg,tulips,4,train
549,tf_flowers/roses/01353.jpg,roses,2,train
629,tf_flowers/roses/01816.jpg,roses,2,train
615,tf_flowers/roses/00894.jpg,roses,2,train
3620,tf_flowers/tulips/01988.jpg,tulips,4,train
1328,tf_flowers/sunflowers/00467.jpg,sunflowers,3,train
3204,tf_flowers/tulips/02812.jpg,tulips,4,train
2547,tf_flowers/dandelion/03127.jpg,dandelion,1,train
1066,tf_flowers/sunflowers/02765.jpg,sunflowers,3,train
283,tf_flowers/roses/03475.jpg,roses,2,train
1075,tf_flowers/sunflowers/01297.jpg,sunflowers,3,train
402,tf_flowers/roses/02956.jpg,roses,2,train
2668,tf_flowers/dandelion/01422.jpg,dandelion,1,train
3222,tf_flowers/tulips/00624.jpg,tulips,4,train
1042,tf_flowers/sunflowers/03526.jpg,sunflowers,3,train
1570,tf_flowers/daisy/03275.jpg,daisy,0,train
183,tf_flowers/roses/03262.jpg,roses,2,train
2865,tf_flowers/dandelion/01989.jpg,dandelion,1,train
2346,tf_flowers/dandelion/00383.jpg,dandelion,1,train
2373,tf_flowers/dandelion/02582.jpg,dandelion,1,train
3544,tf_flowers/tulips/02672.jpg,tulips,4,train
294,tf_flowers/roses/02353.jpg,roses,2,train
304,tf_flowers/roses/01115.jpg,roses,2,train
281,tf_flowers/roses/03307.jpg,roses,2,train
1071,tf_flowers/sunflowers/02007.jpg,sunflowers,3,train
3569,tf_flowers/tulips/03193.jpg,tulips,4,train
641,tf_flowers/roses/01553.jpg,roses,2,train
878,tf_flowers/sunflowers/03248.jpg,sunflowers,3,train
1204,tf_flowers/sunflowers/02088.jpg,sunflowers,3,train
2524,tf_flowers/dandelion/00370.jpg,dandelion,1,train
2956,tf_flowers/tulips/00939.jpg,tulips,4,train
140,tf_flowers/roses/02640.jpg,roses,2,train
2570,tf_flowers/dandelion/01123.jpg,dandelion,1,train
2576,tf_flowers/dandelion/03668.jpg,dandelion,1,train
1359,tf_flowers/daisy/00906.jpg,daisy,0,train
2683,tf_flowers/dandelion/03143.jpg,dandelion,1,train
822,tf_flowers/sunflowers/00541.jpg,sunflowers,3,train
2802,tf_flowers/dandelion/00510.jpg,dandelion,1,train
3075,tf_flowers/tulips/00347.jpg,tulips,4,train
392,tf_flowers/roses/01654.jpg,roses,2,train
2801,tf_flowers/dandelion/00262.jpg,dandelion,1,train
3096,tf_flowers/tulips/02141.jpg,tulips,4,train
2467,tf_flowers/dandelion/03646.jpg,dandelion,1,train
1135,tf_flowers/sunflowers/01684.jpg,sunflowers,3,train
2713,tf_flowers/dandelion/02459.jpg,dandelion,1,train
2706,tf_flowers/dandelion/02539.jpg,dandelion,1,train
2942,tf_flowers/tulips/01978.jpg,tulips,4,train
33,tf_flowers/roses/00872.jpg,roses,2,train
1048,tf_flowers/sunflowers/00990.jpg,sunflowers,3,train
2358,tf_flowers/dandelion/01506.jpg,dandelion,1,train
2056,tf_flowers/dandelion/00051.jpg,dandelion,1,train
427,tf_flowers/roses/00943.jpg,roses,2,train
1904,tf_flowers/daisy/01948.jpg,daisy,0,train
44,tf_flowers/roses/03148.jpg,roses,2,train
1541,tf_flowers/daisy/02579.jpg,daisy,0,train
1126,tf_flowers/sunflowers/01727.jpg,sunflowers,3,train
2360,tf_flowers/dandelion/01276.jpg,dandelion,1,train
1342,tf_flowers/daisy/01562.jpg,daisy,0,train
2582,tf_flowers/dandelion/03324.jpg,dandelion,1,train
2943,tf_flowers/tulips/02444.jpg,tulips,4,train
2953,tf_flowers/tulips/00938.jpg,tulips,4,train
1215,tf_flowers/sunflowers/03633.jpg,sunflowers,3,train
604,tf_flowers/roses/01168.jpg,roses,2,train
1643,tf_flowers/daisy/01464.jpg,daisy,0,train
2902,tf_flowers/tulips/00053.jpg,tulips,4,train
2416,tf_flowers/dandelion/00182.jpg,dandelion,1,train
2957,tf_flowers/tulips/03571.jpg,tulips,4,train
1080,tf_flowers/sunflowers/00374.jpg,sunflowers,3,train
592,tf_flowers/roses/00707.jpg,roses,2,train
1210,tf_flowers/sunflowers/02061.jpg,sunflowers,3,train
209,tf_flowers/roses/03473.jpg,roses,2,train
824,tf_flowers/sunflowers/01893.jpg,sunflowers,3,train
3394,tf_flowers/tulips/00598.jpg,tulips,4,train
2907,tf_flowers/tulips/01198.jpg,tulips,4,train
1083,tf_flowers/sunflowers/00572.jpg,sunflowers,3,train
3264,tf_flowers/tulips/01934.jpg,tulips,4,train
1211,tf_flowers/sunflowers/01554.jpg,sunflowers,3,train
2743,tf_flowers/dandelion/01596.jpg,dandelion,1,train
56,tf_flowers/roses/02875.jpg,roses,2,train
431,tf_flowers/roses/00765.jpg,roses,2,train
125,tf_flowers/roses/03166.jpg,roses,2,train
3497,tf_flowers/tulips/03584.jpg,tulips,4,train
1027,tf_flowers/sunflowers/00371.jpg,sunflowers,3,train
2701,tf_flowers/dandelion/02934.jpg,dandelion,1,train
249,tf_flowers/roses/00590.jpg,roses,2,train
708,tf_flowers/sunflowers/02914.jpg,sunflowers,3,train
677,tf_flowers/sunflowers/02068.jpg,sunflowers,3,train
2398,tf_flowers/dandelion/02838.jpg,dandelion,1,train
3024,tf_flowers/tulips/01571.jpg,tulips,4,train
2482,tf_flowers/dandelion/03308.jpg,dandelion,1,train
3191,tf_flowers/tulips/01103.jpg,tulips,4,train
1484,tf_flowers/daisy/02481.jpg,daisy,0,train
1151,tf_flowers/sunflowers/01322.jpg,sunflowers,3,train
1911,tf_flowers/daisy/03569.jpg,daisy,0,train
2019,tf_flowers/dandelion/03604.jpg,dandelion,1,train
1891,tf_flowers/daisy/02909.jpg,daisy,0,train
1258,tf_flowers/sunflowers/02712.jpg,sunflowers,3,train
793,tf_flowers/sunflowers/02292.jpg,sunflowers,3,train
3185,tf_flowers/tulips/03648.jpg,tulips,4,train
1548,tf_flowers/daisy/01266.jpg,daisy,0,train
2523,tf_flowers/dandelion/01052.jpg,dandelion,1,train
2503,tf_flowers/dandelion/03254.jpg,dandelion,1,train
3294,tf_flowers/tulips/00762.jpg,tulips,4,train
2023,tf_flowers/dandelion/01749.jpg,dandelion,1,train
3065,tf_flowers/tulips/01566.jpg,tulips,4,train
3068,tf_flowers/tulips/00145.jpg,tulips,4,train
237,tf_flowers/roses/01098.jpg,roses,2,train
1965,tf_flowers/daisy/03032.jpg,daisy,0,train
3537,tf_flowers/tulips/01420.jpg,tulips,4,train
216,tf_flowers/roses/02209.jpg,roses,2,train
2515,tf_flowers/dandelion/02163.jpg,dandelion,1,train
3339,tf_flowers/tulips/01133.jpg,tulips,4,train
2242,tf_flowers/dandelion/02960.jpg,dandelion,1,train
1265,tf_flowers/sunflowers/01141.jpg,sunflowers,3,train
827,tf_flowers/sunflowers/01449.jpg,sunflowers,3,train
3577,tf_flowers/tulips/02886.jpg,tulips,4,train
307,tf_flowers/roses/02597.jpg,roses,2,train
720,tf_flowers/sunflowers/02910.jpg,sunflowers,3,train
2641,tf_flowers/dandelion/01580.jpg,dandelion,1,train
1920,tf_flowers/daisy/01949.jpg,daisy,0,train
1248,tf_flowers/sunflowers/03197.jpg,sunflowers,3,train
1646,tf_flowers/daisy/02636.jpg,daisy,0,train
2744,tf_flowers/dandelion/03381.jpg,dandelion,1,train
2059,tf_flowers/dandelion/02134.jpg,dandelion,1,train
374,tf_flowers/roses/00577.jpg,roses,2,train
3344,tf_flowers/tulips/03283.jpg,tulips,4,train
3163,tf_flowers/tulips/02591.jpg,tulips,4,train
3563,tf_flowers/tulips/00698.jpg,tulips,4,train
998,tf_flowers/sunflowers/02820.jpg,sunflowers,3,train
383,tf_flowers/roses/00946.jpg,roses,2,train
1208,tf_flowers/sunflowers/00660.jpg,sunflowers,3,train
3543,tf_flowers/tulips/03222.jpg,tulips,4,train
211,tf_flowers/roses/03301.jpg,roses,2,train
799,tf_flowers/sunflowers/02090.jpg,sunflowers,3,train
205,tf_flowers/roses/01500.jpg,roses,2,train
3254,tf_flowers/tulips/02178.jpg,tulips,4,train
572,tf_flowers/roses/00887.jpg,roses,2,train
701,tf_flowers/sunflowers/02337.jpg,sunflowers,3,train
310,tf_flowers/roses/00343.jpg,roses,2,train
1925,tf_flowers/daisy/00869.jpg,daisy,0,train
118,tf_flowers/roses/03366.jpg,roses,2,train
3202,tf_flowers/tulips/00787.jpg,tulips,4,train
1337,tf_flowers/sunflowers/03378.jpg,sunflowers,3,train
1338,tf_flowers/sunflowers/00881.jpg,sunflowers,3,train
836,tf_flowers/sunflowers/01460.jpg,sunflowers,3,train
3395,tf_flowers/tulips/03091.jpg,tulips,4,train
668,tf_flowers/sunflowers/01985.jpg,sunflowers,3,train
1206,tf_flowers/sunflowers/01581.jpg,sunflowers,3,train
1629,tf_flowers/daisy/00140.jpg,daisy,0,train
2215,tf_flowers/dandelion/00582.jpg,dandelion,1,train
682,tf_flowers/sunflowers/03612.jpg,sunflowers,3,train
912,tf_flowers/sunflowers/01922.jpg,sunflowers,3,train
1300,tf_flowers/sunflowers/03386.jpg,sunflowers,3,train
2345,tf_flowers/dandelion/01089.jpg,dandelion,1,train
164,tf_flowers/roses/03316.jpg,roses,2,train
1022,tf_flowers/sunflowers/00173.jpg,sunflowers,3,train
2138,tf_flowers/dandelion/02905.jpg,dandelion,1,train
2847,tf_flowers/dandelion/01396.jpg,dandelion,1,train
1308,tf_flowers/sunflowers/02339.jpg,sunflowers,3,train
1849,tf_flowers/daisy/00674.jpg,daisy,0,train
2933,tf_flowers/tulips/02726.jpg,tulips,4,train
2745,tf_flowers/dandelion/02921.jpg,dandelion,1,train
1560,tf_flowers/daisy/03665.jpg,daisy,0,train
479,tf_flowers/roses/03092.jpg,roses,2,train
1371,tf_flowers/daisy/03189.jpg,daisy,0,train
2476,tf_flowers/dandelion/01247.jpg,dandelion,1,train
335,tf_flowers/roses/02149.jpg,roses,2,train
2277,tf_flowers/dandelion/00741.jpg,dandelion,1,train
3482,tf_flowers/tulips/03156.jpg,tulips,4,train
866,tf_flowers/sunflowers/00581.jpg,sunflowers,3,train
1106,tf_flowers/sunflowers/02589.jpg,sunflowers,3,train
3330,tf_flowers/tulips/00826.jpg,tulips,4,train
2178,tf_flowers/dandelion/02443.jpg,dandelion,1,train
1913,tf_flowers/daisy/00706.jpg,daisy,0,train
3167,tf_flowers/tulips/02552.jpg,tulips,4,train
1695,tf_flowers/daisy/02404.jpg,daisy,0,train
27,tf_flowers/roses/00537.jpg,roses,2,train
817,tf_flowers/sunflowers/01059.jpg,sunflowers,3,train
887,tf_flowers/sunflowers/01926.jpg,sunflowers,3,train
318,tf_flowers/roses/02015.jpg,roses,2,train
1425,tf_flowers/daisy/01560.jpg,daisy,0,train
433,tf_flowers/roses/02600.jpg,roses,2,train
2963,tf_flowers/tulips/00246.jpg,tulips,4,train
1639,tf_flowers/daisy/00587.jpg,daisy,0,train
2698,tf_flowers/dandelion/00886.jpg,dandelion,1,train
1077,tf_flowers/sunflowers/00348.jpg,sunflowers,3,train
595,tf_flowers/roses/00909.jpg,roses,2,train
611,tf_flowers/roses/01550.jpg,roses,2,train
2234,tf_flowers/dandelion/01104.jpg,dandelion,1,train
449,tf_flowers/roses/01282.jpg,roses,2,train
2584,tf_flowers/dandelion/00639.jpg,dandelion,1,train
2490,tf_flowers/dandelion/01906.jpg,dandelion,1,train
360,tf_flowers/roses/00818.jpg,roses,2,train
3642,tf_flowers/tulips/00936.jpg,tulips,4,train
861,tf_flowers/sunflowers/00556.jpg,sunflowers,3,train
1401,tf_flowers/daisy/02848.jpg,daisy,0,train
2446,tf_flowers/dandelion/00038.jpg,dandelion,1,train
2851,tf_flowers/dandelion/01355.jpg,dandelion,1,train
1124,tf_flowers/sunflowers/03642.jpg,sunflowers,3,train
353,tf_flowers/roses/00401.jpg,roses,2,train
3100,tf_flowers/tulips/01689.jpg,tulips,4,train
2228,tf_flowers/dandelion/02627.jpg,dandelion,1,train
3398,tf_flowers/tulips/00573.jpg,tulips,4,train
2912,tf_flowers/tulips/01167.jpg,tulips,4,train
1657,tf_flowers/daisy/02352.jpg,daisy,0,train
927,tf_flowers/sunflowers/03503.jpg,sunflowers,3,train
239,tf_flowers/roses/02793.jpg,roses,2,train
540,tf_flowers/roses/01959.jpg,roses,2,train
1880,tf_flowers/daisy/03236.jpg,daisy,0,train
2278,tf_flowers/dandelion/00755.jpg,dandelion,1,train
3001,tf_flowers/tulips/00083.jpg,tulips,4,train
2347,tf_flowers/dandelion/02543.jpg,dandelion,1,train
3280,tf_flowers/tulips/03306.jpg,tulips,4,train
457,tf_flowers/roses/01519.jpg,roses,2,train
348,tf_flowers/roses/00207.jpg,roses,2,train
2531,tf_flowers/dandelion/01522.jpg,dandelion,1,train
1448,tf_flowers/daisy/03206.jpg,daisy,0,train
984,tf_flowers/sunflowers/03121.jpg,sunflowers,3,train
3451,tf_flowers/tulips/01478.jpg,tulips,4,train
3,tf_flowers/roses/00898.jpg,roses,2,train
3028,tf_flowers/tulips/00123.jpg,tulips,4,train
3137,tf_flowers/tulips/01112.jpg,tulips,4,train
699,tf_flowers/sunflowers/02451.jpg,sunflowers,3,train
2318,tf_flowers/dandelion/01881.jpg,dandelion,1,train
3661,tf_flowers/tulips/01023.jpg,tulips,4,train
114,tf_flowers/roses/02087.jpg,roses,2,train
637,tf_flowers/roses/00671.jpg,roses,2,train
2535,tf_flowers/dandelion/03309.jpg,dandelion,1,train
1190,tf_flowers/sunflowers/03552.jpg,sunflowers,3,train
711,tf_flowers/sunflowers/02041.jpg,sunflowers,3,train
488,tf_flowers/roses/01518.jpg,roses,2,train
2460,tf_flowers/dandelion/00005.jpg,dandelion,1,train
20,tf_flowers/roses/00907.jpg,roses,2,train
1664,tf_flowers/daisy/01277.jpg,daisy,0,train
3250,tf_flowers/tulips/00974.jpg,tulips,4,train
396,tf_flowers/roses/01046.jpg,roses,2,train
2878,tf_flowers/tulips/02902.jpg,tulips,4,train
2542,tf_flowers/dandelion/00176.jpg,dandelion,1,train
3496,tf_flowers/tulips/01393.jpg,tulips,4,train
1132,tf_flowers/sunflowers/01647.jpg,sunflowers,3,train
724,tf_flowers/sunflowers/00478.jpg,sunflowers,3,train
3592,tf_flowers/tulips/02313.jpg,tulips,4,train
2007,tf_flowers/dandelion/00912.jpg,dandelion,1,train
2071,tf_flowers/dandelion/00285.jpg,dandelion,1,train
3404,tf_flowers/tulips/00349.jpg,tulips,4,train
1172,tf_flowers/sunflowers/00885.jpg,sunflowers,3,train
311,tf_flowers/roses/01049.jpg,roses,2,train
788,tf_flowers/sunflowers/01837.jpg,sunflowers,3,train
83,tf_flowers/roses/03617.jpg,roses,2,train
1981,tf_flowers/dandelion/00668.jpg,dandelion,1,train
2302,tf_flowers/dandelion/03310.jpg,dandelion,1,train
2080,tf_flowers/dandelion/01010.jpg,dandelion,1,train
1552,tf_flowers/daisy/03329.jpg,daisy,0,train
3536,tf_flowers/tulips/01352.jpg,tulips,4,train
448,tf_flowers/roses/03495.jpg,roses,2,train
507,tf_flowers/roses/01621.jpg,roses,2,train
2938,tf_flowers/tulips/03174.jpg,tulips,4,train
57,tf_flowers/roses/02860.jpg,roses,2,train
2355,tf_flowers/dandelion/01512.jpg,dandelion,1,train
1488,tf_flowers/daisy/00043.jpg,daisy,0,train
710,tf_flowers/sunflowers/03377.jpg,sunflowers,3,train
937,tf_flowers/sunflowers/00142.jpg,sunflowers,3,train
204,tf_flowers/roses/00193.jpg,roses,2,train
1303,tf_flowers/sunflowers/03621.jpg,sunflowers,3,train
1253,tf_flowers/sunflowers/00313.jpg,sunflowers,3,train
3295,tf_flowers/tulips/00776.jpg,tulips,4,train
1485,tf_flowers/daisy/01407.jpg,daisy,0,train
2182,tf_flowers/dandelion/00485.jpg,dandelion,1,train
186,tf_flowers/roses/03288.jpg,roses,2,train
1020,tf_flowers/sunflowers/01509.jpg,sunflowers,3,train
1390,tf_flowers/daisy/00253.jpg,daisy,0,train
647,tf_flowers/sunflowers/01953.jpg,sunflowers,3,train
2785,tf_flowers/dandelion/03540.jpg,dandelion,1,train
3166,tf_flowers/tulips/02220.jpg,tulips,4,train
520,tf_flowers/roses/01620.jpg,roses,2,train
1417,tf_flowers/daisy/03161.jpg,daisy,0,train
2274,tf_flowers/dandelion/00769.jpg,dandelion,1,train
2240,tf_flowers/dandelion/03115.jpg,dandelion,1,train
1006,tf_flowers/sunflowers/01680.jpg,sunflowers,3,train
3659,tf_flowers/tulips/03608.jpg,tulips,4,train
2282,tf_flowers/dandelion/02368.jpg,dandelion,1,train
1142,tf_flowers/sunflowers/02819.jpg,sunflowers,3,train
2031,tf_flowers/dandelion/02724.jpg,dandelion,1,train
2947,tf_flowers/tulips/02478.jpg,tulips,4,train
3634,tf_flowers/tulips/01340.jpg,tulips,4,train
